# This MVPS HOSTS file is a free download from:           #
# http://www.mvps.org/winhelp2002/                        #
#                                                         #
# Notes: the browser does not read this "#" symbol        #
# You can create your own notes, after the # symbol       #
# This *must* be the first line: 127.0.0.1     localhost  #
# ********************************************************#
# ------------------Updated: 04-15-05---------------------#
# ********************************************************#
# Entries marked with Parasite or Trojan comments should  #
# be placed in the Internet Explorer Restricted Zone.     #
# http://mvps.org/winhelp2002/restricted.htm              #
#                                                         #
# Entries with other comments are searchable via Google.  #
#                                                         #
# Disclaimer: this file is free to use, however it is NOT #
# permitted to post on any other site without permission. #
#                                                         #
# This work is licensed under the Creative Commons        #
# Attribution-NonCommercial-ShareAlike License.           #
# http://creativecommons.org/licenses/by-nc-sa/2.0/       #

127.0.0.1  www.redsheriff.it
127.0.0.1  www.redsheriff.com
127.0.0.1  www.redsheriff.com.au
127.0.0.1  www.RedSheRRif.com
127.0.0.1  devfw.imrworldwide.com
127.0.0.1  lycos-eu.imrworldwide.com
127.0.0.1  ninemsn.imrworldwide.com
127.0.0.1  secure-au.imrworldwide.com
127.0.0.1  secure-jp.imrworldwide.com
127.0.0.1  secure-nz.imrworldwide.com
127.0.0.1  secure-uk.imrworldwide.com
127.0.0.1  secure-us.imrworldwide.com
127.0.0.1  secure-za.imrworldwide.com
127.0.0.1  server-au.imrworldwide.com
127.0.0.1  server-br.imrworldwide.com
127.0.0.1  server-by.imrworldwide.com
127.0.0.1  secure-cn.imrworldwide.com
127.0.0.1  server-de.imrworldwide.com
127.0.0.1  server-dk.imrworldwide.com
127.0.0.1  server-ee.imrworldwide.com
127.0.0.1  server-fi.imrworldwide.com
127.0.0.1  server-it.imrworldwide.com
127.0.0.1  server-jp.imrworldwide.com
127.0.0.1  server-lv.imrworldwide.com
127.0.0.1  server-lt.imrworldwide.com
127.0.0.1  server-no.imrworldwide.com
127.0.0.1  server-nz.imrworldwide.com
127.0.0.1  server-oslo.imrworldwide.com
127.0.0.1  server-pl.imrworldwide.com
127.0.0.1  server-se.imrworldwide.com
127.0.0.1  server-sg.imrworldwide.com
127.0.0.1  server-uk.imrworldwide.com
127.0.0.1  server-us.imrworldwide.com
127.0.0.1  survey1-au.imrworldwide.com
127.0.0.1  telstra.imrworldwide.com
127.0.0.1  www.imrworldwide.com
# [Inet-Traffic, Inc]
127.0.0.1  www.inet-clix.com #[eTrust.Searchit]
127.0.0.1  inet-traffic.com
127.0.0.1  ads.inet-traffic.com
127.0.0.1  banner1.inet-traffic.com
127.0.0.1  banner2.inet-traffic.com
127.0.0.1  banner3.inet-traffic.com
127.0.0.1  delivery.inet-traffic.com #[Parasite.Pugi][Adware.IntDel]
127.0.0.1  phplive.inet-traffic.com
127.0.0.1  www.inet-traffic.com
127.0.0.1  news.searchit.com
127.0.0.1  searchit.com #[Parasite.Pugi]
127.0.0.1  toolbar.searchit.com
127.0.0.1  www.searchit.com #[SearchIt Toolbar]
# [Infinite Innovations][Parasite.BrowserAid][Adware.BrowserAid]
127.0.0.1  browseraid.com
127.0.0.1  pops.browseraid.com
127.0.0.1  st.browseraid.com #[WebDownloader]
127.0.0.1  updates.browseraid.com
127.0.0.1  uptodate.browseraid.com #[App/QuickL-A]
127.0.0.1  www.browseraid.com
127.0.0.1  browserpal.com
127.0.0.1  info.browserpal.com #[App/Bpinst-A]
127.0.0.1  www.browserpal.com
127.0.0.1  featured-results.com
127.0.0.1  www.featured-results.com #[BrowserAid.FeaturesResults]
127.0.0.1  quickcrawler.com #[IE-SpyAd]
127.0.0.1  search.quickcrawler.com
127.0.0.1  www.quickcrawler.com
127.0.0.1  www.quicklaunch.com
127.0.0.1  startium.com
127.0.0.1  search.startium.com
127.0.0.1  www.startium.com
127.0.0.1  www.usercount.com #[IE-SpyAd]
# [InternetFuel][Exit Traffic Servers]
127.0.0.1  bigclicks.com
127.0.0.1  search.bigclicks.com
127.0.0.1  www.bigclicks.com
127.0.0.1  exitfuel.com
127.0.0.1  ifcol.exitfuel.com
127.0.0.1  join.exitfuel.com
127.0.0.1  nitrous.exitfuel.com
127.0.0.1  www.exitfuel.com
127.0.0.1  link.exitdirect.com
127.0.0.1  www.exitdirect.com
127.0.0.1  internetfuel.com
127.0.0.1  addev.internetfuel.com
127.0.0.1  ads.internetfuel.com
127.0.0.1  adserv.internetfuel.com #[ExitFuel]
127.0.0.1  adserv1.internetfuel.com
127.0.0.1  adserv2.internetfuel.com
127.0.0.1  adserv3.internetfuel.com
127.0.0.1  adserv4.internetfuel.com
127.0.0.1  adserv5.internetfuel.com
127.0.0.1  adserv6.internetfuel.com
127.0.0.1  banserv.internetfuel.com
127.0.0.1  banserver.internetfuel.com
127.0.0.1  download.internetfuel.com
127.0.0.1  turbo.internetfuel.com
127.0.0.1  searchfuel.com
127.0.0.1  search.searchfuel.com
127.0.0.1  wwwdev.searchfuel.com
127.0.0.1  404errorpage.com #[IE-SpyAd]
127.0.0.1  www.404errorpage.com
127.0.0.1  search.winnings.com
# [Interep Interactive][Restricted Zone site]
127.0.0.1  chewbacca.cybereps.com
127.0.0.1  ds.cybereps.com
127.0.0.1  images.cybereps.com
127.0.0.1  oascentral.cybereps.com #[RealMedia]
127.0.0.1  www.cybereps.com
127.0.0.1  yoda.cybereps.com
# [Internext Media Corp]
127.0.0.1  abcsearch.com #[IE-SpyAd]
127.0.0.1  admin.abcsearch.com
127.0.0.1  www3.abcsearch.com #[Browseraid]
127.0.0.1  www.abcsearch.com
127.0.0.1  abosearch.com
127.0.0.1  www.abosearch.com
127.0.0.1  browserwise.com #[Parasite.Xupiter][Xupiter.BrowserWise]
127.0.0.1  www.browserwise.com #[IE-SpyAd]
127.0.0.1  cashclicks.com
127.0.0.1  www.cashclicks.com
127.0.0.1  ads.dealhelper.com #[DHUtility Class]
127.0.0.1  www.dealhelper.com #[Adware.DealHelper]
127.0.0.1  www.sexhungry.com #[IE-SpyAd]
127.0.0.1  www.timesynchronize.com
127.0.0.1  www.weather7.com
127.0.0.1  www.searchwho.com
# [i-Serve Promotions]
127.0.0.1  pluto.adcycle.com
127.0.0.1  www.adcycle.com
127.0.0.1  www.exchange-it.com
127.0.0.1  media.exchange-it.com
127.0.0.1  popunder.com
127.0.0.1  media.popunder.com
127.0.0.1  www.popunder.com
# [Joint Stock Company]
127.0.0.1  ad.bannerbank.ru
127.0.0.1  ad1.bannerbank.ru
127.0.0.1  ad2.bannerbank.ru
127.0.0.1  ad3.bannerbank.ru
127.0.0.1  ad4.bannerbank.ru
127.0.0.1  ad5.bannerbank.ru
127.0.0.1  ad6.bannerbank.ru
127.0.0.1  ad7.bannerbank.ru
127.0.0.1  ad8.bannerbank.ru
127.0.0.1  ad9.bannerbank.ru
127.0.0.1  ad10.bannerbank.ru
127.0.0.1  ad11.bannerbank.ru
127.0.0.1  ad12.bannerbank.ru
127.0.0.1  crd1.bannerbank.ru
# [John Ship]
127.0.0.1  ad.adslim.com #[Win32.Slimad.C]
127.0.0.1  www.adslim.com #[Panda.Spyware.Slimield]
127.0.0.1  download.slemshield.com
127.0.0.1  contacts.slemshield.com
127.0.0.1  www.slemshield.com
127.0.0.1  slimshield.com #[Rogue/Suspect]
127.0.0.1  contacts.slimshield.com
127.0.0.1  download.slimshield.com
127.0.0.1  www.slimshield.com
127.0.0.1  slimsoft.ru
# [Jorgen Koefoed]
127.0.0.1  www.casinopalazzo.com #[SysComDloader][Adware-Findemnow.dldr]
127.0.0.1  download3.payoutpal.com #[TROJ_ZEROLIN.A]
127.0.0.1  download4.payoutpal.com #[Adware.Cax][CAX Object]
127.0.0.1  resellerstats.payoutpal.com
127.0.0.1  www.payoutpal.com
# [Jules Gardner][RichMedia Ad Server][Restricted Zone site]
127.0.0.1  pointroll.com
127.0.0.1  ads.pointroll.com
127.0.0.1  ami.pointroll.com #[instacontent.net]
127.0.0.1  media.pointroll.com
127.0.0.1  mirror.pointroll.com
127.0.0.1  speed.pointroll.com
127.0.0.1  track.pointroll.com
127.0.0.1  www.pointroll.com
# [Kabanga Corp][Parasite.TopText iLookup]
127.0.0.1  www.dashbugfree.com #[eZula.DashBugFree]
127.0.0.1  www.dashconnect.com #[eZula.DashConnect]
127.0.0.1  www.dashmemory.com #[eZula.DashMemory]
127.0.0.1  www.dashpccleaner.com #[eZula.DashPCCleaner]
127.0.0.1  www.dashpopupkiller.com #[eZula.DashPopUpKiller]
127.0.0.1  www.ezulaadvertisingrevenuenetwork.com #[eZula.Earn]
127.0.0.1  chat.ezula.com
127.0.0.1  app.ezula.com
127.0.0.1  www.ezula.com
127.0.0.1  kabanga.com
127.0.0.1  www.weboffer.net #[eZula.WebOffer]
# [Kanoodle.com, Inc]
127.0.0.1  xml.browservillage.com #[Parasite.404Search]
127.0.0.1  www.browservillage.com
127.0.0.1  banners.kanoodle.com
127.0.0.1  context3.kanoodle.com
127.0.0.1  safe.kanoodle.com
127.0.0.1  webmail.kanoodle.com
127.0.0.1  www.kanoodle.com
# [Keywords, LLC][Parasite.Keywords]
127.0.0.1  www.keywordnavigator.com
127.0.0.1  www.keywordnavigator.net
127.0.0.1  www.search-climbers.com
127.0.0.1  www.search-climbers.net
127.0.0.1  www.windowposition.com
# [KIM HYUNGHO][Restricted Zone site]
127.0.0.1  goi.com
127.0.0.1  nav.goi.com
127.0.0.1  nav.hitq.com
127.0.0.1  hitq.com
# [Kirium Media][Contextual Choice][Adware.IEDriver]
127.0.0.1  adsrve.com #[App/IEDriver-A][Adware-Verticity]
127.0.0.1  server1.adsrve.com
127.0.0.1  server2.adsrve.com
127.0.0.1  server3.adsrve.com
127.0.0.1  www.adsrve.com #[AdWare.AdSrve.b]
127.0.0.1  turbodownload.net
127.0.0.1  www.turbodownload.net
# [Legendum LLC][Tracking Service][Restricted Zone site]
127.0.0.1  db0.net-filter.com
127.0.0.1  db2.net-filter.com
127.0.0.1  db3.net-filter.com
127.0.0.1  db4.net-filter.com
127.0.0.1  db5.net-filter.com
127.0.0.1  db6.net-filter.com
127.0.0.1  db7.net-filter.com
127.0.0.1  sitestats.com
127.0.0.1  db0.sitestats.com
127.0.0.1  db1.sitestats.com
127.0.0.1  db2.sitestats.com
127.0.0.1  db3.sitestats.com
127.0.0.1  db4.sitestats.com
127.0.0.1  db5.sitestats.com
127.0.0.1  db6.sitestats.com
127.0.0.1  db7.sitestats.com
127.0.0.1  www.sitestats.com
# [Lincoln Sales][Parasite.Network Essentials]
127.0.0.1  track.aadserver.net
127.0.0.1  www.aadserver.net #[IE-SpyAd]
127.0.0.1  medialoads.com
127.0.0.1  config.medialoads.com
127.0.0.1  dldw.medialoads.com
127.0.0.1  dldwb1.medialoads.com
127.0.0.1  mp.medialoads.com
127.0.0.1  www.medialoads.com
127.0.0.1  www.satellitepop.com
127.0.0.1  smartpops.com
127.0.0.1  download.smartpops.com #[SmartPops Class]
127.0.0.1  www.smartpops.com #[Adware.SmartPops.B]
# [LinkShare][IE-SpyAd]
127.0.0.1  ad.linksynergy.com
127.0.0.1  click.linksynergy.com
127.0.0.1  m.banner.linksynergy.com
127.0.0.1  ssl.linksynergy.com
127.0.0.1  www.linkshare.com
# [LIST.RU][IE-SpyAd]
127.0.0.1  ad1.lbe.ru
127.0.0.1  host1.list.ru
127.0.0.1  host3.list.ru
127.0.0.1  host4.list.ru
127.0.0.1  host7.list.ru
127.0.0.1  host11.list.ru
127.0.0.1  host12.list.ru
127.0.0.1  host13.list.ru
127.0.0.1  host14.list.ru
127.0.0.1  top.list.ru
127.0.0.1  list.ru
#[Live Chat][Adware.Livechat]
127.0.0.1  fastsearchweb.com #[Adware.Fastsearchweb]
127.0.0.1  www.fastsearchweb.com
127.0.0.1  findspyware.net #[ADW_ADCLICKER.BM]
127.0.0.1  www.findspyware.net #[AdWare.FindSpy.a]
127.0.0.1  www.msnagent.com
127.0.0.1  search-soft.net
127.0.0.1  www.search-soft.net
127.0.0.1  www.v5msn.com #[ADW_ADCLICKER.BM]
# [LiveTechnology International][IE-SpyAd]
127.0.0.1  livestat.com
127.0.0.1  jmm.livestat.com
127.0.0.1  www.livestat.com
127.0.0.1  www.livetechnology.com
# [Mediacolumn Marketing]
127.0.0.1  ny.contentmatch.net
127.0.0.1  download.getmirar.com #[NN_Bar_Helper][Adware.Mirar]
127.0.0.1  www.getmirar.com
127.0.0.1  awbeta.net-nucleus.com
127.0.0.1  www.net-nucleus.com
# [Micro Point]
127.0.0.1  ads.deskwizz.com
127.0.0.1  apps.deskwizz.com #[TROJ_ENVOLO.B]
127.0.0.1  media.deskwizz.com
127.0.0.1  www.deskwizz.com
127.0.0.1  letsgofind.com
127.0.0.1  www.letsgofind.com
127.0.0.1  www.my-stats.com
127.0.0.1  banners.searchingbooth.com
127.0.0.1  www.searchingbooth.com
127.0.0.1  www.searcheffect.com
127.0.0.1  top-banners.com
127.0.0.1  media.top-banners.com #[TROJ_ENVOLO.B]
127.0.0.1  www.top-banners.com #[Adware.QuickBrowser]
127.0.0.1  www.ugosearch.com
# [MicroSmarts Enterprise][TrojanClicker.Win32.Swind.a]
127.0.0.1  www.freespywarescan.org
127.0.0.1  searchgateway.net #[Parasite.SearchGateway]
127.0.0.1  www.searchgateway.net
127.0.0.1  www.secure-processingcenter.com #[IE-SpyAd]
127.0.0.1  showbehind.com #[Adware.ShowBehind]
127.0.0.1  www.showbehind.com
127.0.0.1  www.spywarebegone.com #[Rogue/Suspect]
127.0.0.1  www.worldusa.com
# [MICROSOFT.COM]
127.0.0.1  ad.linkexchange.com
127.0.0.1  fastcounter.linkexchange.com
127.0.0.1  leader.linkexchange.com
127.0.0.1  image.linkexchange.com
127.0.0.1  linkexchange.com
127.0.0.1  www.linkexchange.com
127.0.0.1  listbot.com
127.0.0.1  fastcounter.bcentral.com
127.0.0.1  fcstats.bcentral.com
127.0.0.1  keywords.bcentral.com
127.0.0.1  revenue.bcentral.com
127.0.0.1  submitit.bcentral.com
127.0.0.1  ulogin.bcentral.com
# [Mirror Image Internet][Tracking Service][IE-SpyAd]
127.0.0.1  c.mii.instacontent.net
127.0.0.1  cserver.mii.instacontent.net
127.0.0.1  p.mii.instacontent.net
127.0.0.1  pdownload.mii.instacontent.net
127.0.0.1  pserver.mii.instacontent.net
# [Mailwiper Inc][IE-SpyAd]
127.0.0.1  mailwiper.com
127.0.0.1  mail.mailwiper.com
127.0.0.1  www.mailwiper.com
# [Marchex, Inc]
127.0.0.1  ads.ah-ha.com
127.0.0.1  partner.ah-ha.com #[Troj/Subsear-A][Adware-SSF.dr]
127.0.0.1  goclick.com
127.0.0.1  earth.goclick.com
127.0.0.1  partner1.goclick.com #[IE-SpyAd]
127.0.0.1  venus.goclick.com
127.0.0.1  www.goclick.com
127.0.0.1  c.enhance.com
#[The MarketDart Corporation]
127.0.0.1  www.atelys.com #[SpeedCtrl Class]
127.0.0.1  jraun.com #[WinEssential][Adware.Jraun]
127.0.0.1  www.jraun.com #[KeyActivex Control]
127.0.0.1  karmajunction.com
127.0.0.1  www.karmamedia.com
127.0.0.1  marketdart.com #[Spyware.Marketdart]
127.0.0.1  www.marketdart.com
# [Marketscore Inc][Spyware.Marketscore]
127.0.0.1  marketscore.com
127.0.0.1  oss-crules.marketscore.com
127.0.0.1  oss-survey.marketscore.com
127.0.0.1  proxycfg.marketscore.com
127.0.0.1  proxyhttp.netsetter.com
127.0.0.1  proxy.ia2.marketscore.com
127.0.0.1  proxy.ia3.marketscore.com
127.0.0.1  proxy.ia4.marketscore.com
127.0.0.1  proxy.or3.marketscore.com
127.0.0.1  proxy.or4.marketscore.com
127.0.0.1  proxy.sj3.marketscore.com
127.0.0.1  proxy.sj4.marketscore.com
127.0.0.1  www.marketscore.com
127.0.0.1  proxycfg.netsetter.com
127.0.0.1  proxycfg.wip.netsetter.com
127.0.0.1  www.relevantknowledge.com #[Marketscore.RelevantKnowledge]
# [MOREOVER][Counter- News Javascript Code]
127.0.0.1  p.feeddirect.com
127.0.0.1  c.moreover.com
127.0.0.1  d.moreover.com
127.0.0.1  i.moreover.com
127.0.0.1  p.moreover.com #[IE-SpyAd]
127.0.0.1  w.moreover.com
127.0.0.1  webmaster.moreover.com
127.0.0.1  wap.moreover.com
127.0.0.1  www.moreover.com
# [Morpheus]
127.0.0.1  musiccity.streamcastnetworks.com #[server down?]
127.0.0.1  ads.musiccity.com
# [MP3 Holdings Ltd][bogus winhlp32][Adware.LizardBar]
127.0.0.1  dbcventures.com
127.0.0.1  easytoolbar.com
127.0.0.1  www.mp3university.com #[Reactivator Class]
# [Msn ad servers]
127.0.0.1  ads.expedia.com
127.0.0.1  ads.msn.com
127.0.0.1  ads.eu.msn.com
127.0.0.1  ads.ninemsn.com.au
127.0.0.1  arc2.msn.com
127.0.0.1  arc3.msn.com
127.0.0.1  arc9.msn.com
127.0.0.1  di.image.eshop.msn.com
127.0.0.1  eshopxml.msn.com
127.0.0.1  image.eshop.msn.com
127.0.0.1  popup.msn.com
127.0.0.1  rmads.msn.com
127.0.0.1  rmads.eu.msn.com
127.0.0.1  famulus.msnbc.com
127.0.0.1  global.msads.net
# [mycomputer.com][Superstats.com][Omniture, Inc][IE-SpyAd]
127.0.0.1  mycomputer.com
127.0.0.1  123counter.mycomputer.com
127.0.0.1  bannerexchange.mycomputer.com
127.0.0.1  counter.mycomputer.com
127.0.0.1  enterprise.mycomputer.com
127.0.0.1  phoenix-mc-adrunner.mycomputer.com
127.0.0.1  siteminer.mycomputer.com
127.0.0.1  192.168.112.2o7.net #[www.omniture.com]
127.0.0.1  affilcrtopcolle.112.2o7.net
127.0.0.1  autobytel.112.2o7.net
127.0.0.1  classmatescom.112.2o7.net
127.0.0.1  cnetnews.112.2o7.net
127.0.0.1  cnettech.112.2O7.net
127.0.0.1  cnetzdnet.112.2o7.net
127.0.0.1  ctvsmokinggun.112.2O7.net
127.0.0.1  gpaper114.112.2O7.net
127.0.0.1  gpaper123.112.2O7.net
127.0.0.1  gpaper138.112.2o7.net
127.0.0.1  gpaper158.112.2O7.net
127.0.0.1  gpaper171.112.2o7.net
127.0.0.1  gpapercareer.112.2o7.net
127.0.0.1  mxmacromedia.112.2o7.net
127.0.0.1  omniture.112.2o7.net
127.0.0.1  verisignwildcard.112.2o7.net #[sitefinder.verisign.com]
127.0.0.1  vintacom.112.2o7.net
127.0.0.1  beta.superstats.com
127.0.0.1  chart.superstats.com
127.0.0.1  code.superstats.com
127.0.0.1  enterprise.superstats.com
127.0.0.1  media.superstats.com
127.0.0.1  stats.superstats.com
127.0.0.1  v2.superstats.com
# [Name Administration Inc]
127.0.0.1  adblock.linkz.com #[AdBlock APInstaller Class]
127.0.0.1  clearsearch.com #[IE-SpyAd]
127.0.0.1  www.clearsearch.com
127.0.0.1  images.15x.net #[IE-SpyAd]
127.0.0.1  wdc.15x.net
127.0.0.1  ws1.15x.net
127.0.0.1  ws2.15x.net
# [NetIQ Corporation][Tracking Service][IE-SpyAd]
127.0.0.1  webtrendslive.com
127.0.0.1  statse.webtrendslive.com
127.0.0.1  statse.webtrendslive.netiq.akadns.net
127.0.0.1  dcs.wtlive.com
127.0.0.1  dcs.wtlive.netiq.akadns.net
127.0.0.1  www.webtrends.net
127.0.0.1  www.netiq.com
# [Netsaits BV][Tracking Service][IE-SpyAd]
127.0.0.1  clicz.com
127.0.0.1  cz2.clickzs.com
127.0.0.1  cz3.clickzs.com
127.0.0.1  cz4.clickzs.com
127.0.0.1  cz5.clickzs.com
127.0.0.1  cz6.clickzs.com
127.0.0.1  cz7.clickzs.com
127.0.0.1  cz8.clickzs.com
127.0.0.1  cz9.clickzs.com
127.0.0.1  js3.clickzs.com
127.0.0.1  js6.clickzs.com
127.0.0.1  js7.clickzs.com
127.0.0.1  js8.clickzs.com
127.0.0.1  vip.clickzs.com
127.0.0.1  www.clickzs.com
127.0.0.1  www.clicz.com
# [Nedstat BV][Tracking Service][IE-SpyAd]
127.0.0.1  nedstat.net
127.0.0.1  be.nedstat.net
127.0.0.1  es.nedstat.net
127.0.0.1  uk.nedstat.net
127.0.0.1  nedstat.nl
127.0.0.1  nedstat.s0.nl
127.0.0.1  www.nedstat.nl
127.0.0.1  nedstatbasic.net
127.0.0.1  m1.nedstatbasic.net
127.0.0.1  nl.viewstat.nedstatbasic.net
127.0.0.1  v1.nedstatbasic.net
127.0.0.1  www.nedstatbasic.net
127.0.0.1  nl.nedstatpro.net
127.0.0.1  uk.nedstatpro.net
127.0.0.1  www.nedstat.co.uk
127.0.0.1  sitestat.com
127.0.0.1  be.sitestat.com
127.0.0.1  fr.sitestat.com
127.0.0.1  int.sitestat.com
127.0.0.1  nl.sitestat.com
127.0.0.1  uk.sitestat.com
127.0.0.1  www.nedstat.com
127.0.0.1  nbasic.sitestat.net
127.0.0.1  de.sitestat.nedstat.net
# [Net Power][Tracking Service][IE-SpyAd]
127.0.0.1  ads.ads360.com
127.0.0.1  adserver.ads360.com
127.0.0.1  adserv2.ads360.com
127.0.0.1  adserv3.ads360.com
127.0.0.1  adserv4.ads360.com
127.0.0.1  banners.ads360.com
127.0.0.1  creatives.ads360.com
127.0.0.1  dynaserv.ads360.com
127.0.0.1  stats.ads360.com
# [Networld One]
127.0.0.1  c4tdownload.com
127.0.0.1  *.c4tdownload.com
127.0.0.1  ptp.c4tdownload.com
127.0.0.1  fastwebfinder.com #[App/FastWeb-A][Adware.Fastwebfinder]
127.0.0.1  www.fastwebfinder.com #[CWS.Aff.Tooncomics.2][search.targetwords.com]
127.0.0.1  searchmiracle.com #[Adware.EliteBar.B][Trojan.StartPage.NK]
127.0.0.1  *.searchmiracle.com
127.0.0.1  bobby.searchmiracle.com
127.0.0.1  infoget.searchmiracle.com
127.0.0.1  install.searchmiracle.com #[TROJ_LOWZONES.H]
127.0.0.1  install30.searchmiracle.com #[AdClicker-BA]
127.0.0.1  641.searchmiracle.com
127.0.0.1  10016.searchmiracle.com
127.0.0.1  9310.searchmiracle.com
127.0.0.1  www.searchmiracle.com #[SearchMiracle.EliteBar]
127.0.0.1  therealsearch.com #[CWS.Therealsearch]
127.0.0.1  conf.therealsearch.com
127.0.0.1  www.therealsearch.com #[fastwebfinder.com][Trojan.Realsrch.A]
127.0.0.1  yupsearch.com
127.0.0.1  www.yupsearch.com
# [MISC NEWS SITES][Tracking Service]
127.0.0.1  nytbglobe.112.2O7.net
127.0.0.1  ads1.advance.net #[RealMedia]
127.0.0.1  adserver.anm.co.uk
127.0.0.1  ads.mm.ap.org
127.0.0.1  q.azcentral.com
127.0.0.1  ads.belointeractive.com
127.0.0.1  ads.bloomberg.com
127.0.0.1  rmedia.boston.com
127.0.0.1  te.boston.com
127.0.0.1  ads.businessweek.com
127.0.0.1  te.businessweek.com
127.0.0.1  te.chicagotribune.com
127.0.0.1  dart.chron.com
127.0.0.1  te.chron.com
127.0.0.1  ads4.clearchannel.com
127.0.0.1  adtrack.cimedia.net
127.0.0.1  realaudio.cimedia.net
127.0.0.1  te.ctnow.com
127.0.0.1  te.dailypress.com
127.0.0.1  gcirm.gannett-tv.com
127.0.0.1  te.greenwichtime.com
127.0.0.1  ads.indiatimes.com
127.0.0.1  ads.indystar.com
127.0.0.1  te.infoworld.com
127.0.0.1  ads.jpost.com #[RealMedia]
127.0.0.1  track.jpost.com
127.0.0.1  te.latimes.com
127.0.0.1  ads.madison.com
127.0.0.1  te.mcall.com
127.0.0.1  te.newsday.com
127.0.0.1  adserver.news.com.au
127.0.0.1  www2.northjersey.com
127.0.0.1  ads.nwsource.com
127.0.0.1  mjx.ads.nwsource.com #[RealMedia]
127.0.0.1  ads.nypost.com
127.0.0.1  ads.nytimes.com
127.0.0.1  nyttechnology.112.2O7.net
127.0.0.1  te.orlandosentinel.com
127.0.0.1  ads.pilotonline.com
127.0.0.1  q.pni.com
127.0.0.1  ads.realcities.com
127.0.0.1  krd.realcities.com
127.0.0.1  ads.roanoke.com
127.0.0.1  ads.seattletimes.com
127.0.0.1  ads1.sptimes.com
127.0.0.1  te.sunspot.net
127.0.0.1  a3.suntimes.com
127.0.0.1  te.suntimes.com #[web bug]
127.0.0.1  te.stamfordadvocate.com
127.0.0.1  te.sun-sentinel.com
127.0.0.1  ads.telegraph.co.uk
127.0.0.1  adcreative.tribuneinteractive.com
127.0.0.1  adserver.trb.com
127.0.0.1  adserver.tribuneinteractive.com
127.0.0.1  ad.usatoday.com
127.0.0.1  ads.usatoday.com
127.0.0.1  c.usatoday.com
127.0.0.1  viewer.usatoday.com
# [Vendare Group][NEW.NET][Parasite.NewDotNet][KB302463]
127.0.0.1  info.browserdirect.net
127.0.0.1  casalamedia.com
127.0.0.1  www.casalamedia.com #[qsrch.com]
127.0.0.1  data.cybersearching.net #[qsrch.net]
127.0.0.1  hit.elevonsearch.com
127.0.0.1  www.elevonsearch.com
127.0.0.1  www.enconfidence.com #[Enconfidence]
127.0.0.1  search.findsall.info
127.0.0.1  www.findallresults.net #[qsrch.net]
127.0.0.1  www.flipside.com #[WONWebLauncher Class]
127.0.0.1  find.greatsearch.info
127.0.0.1  result.goodsearch.info
127.0.0.1  www.esearchandfind.org
127.0.0.1  hit.lookupanything.biz #[qsrch.net]
127.0.0.1  ads.mydailyhoroscope.net
127.0.0.1  www.mydailyhoroscope.net #[Adware.Horoscope]
127.0.0.1  www.mysearchnet.org
127.0.0.1  www.new.chat.new.net
127.0.0.1  eps.new.search.new.net
127.0.0.1  client.newdotnet.net
127.0.0.1  upgrade.newdotnet.net
127.0.0.1  www.newdotnet.com
127.0.0.1  www.new.net #[Adware.NDotNet]
127.0.0.1  www.onestepsearch.net
127.0.0.1  www.onestepsearch.biz
127.0.0.1  pjn.qsrch.net
127.0.0.1  search.qsrch.net
127.0.0.1  www.qsrch.net #[Spyware.QuickSearch]
127.0.0.1  bgw.qsrch.com
127.0.0.1  hp.qsrch.com
127.0.0.1  moniker.qsrch.com
127.0.0.1  newnet.qsrch.com
127.0.0.1  nnsearch.qsrch.com
127.0.0.1  regfly.qsrch.com
127.0.0.1  rg.qsrch.com
127.0.0.1  search.qsrch.com
127.0.0.1  worldwide.qsrch.com
127.0.0.1  www.qsrch.com
127.0.0.1  qtbc.qsrch.info
127.0.0.1  upgrade.qsrch.info
127.0.0.1  data.quicksearches.net
127.0.0.1  find.reliableresults.info
127.0.0.1  trafficmarketplace.com
127.0.0.1  sp.trafficmarketplace.com
127.0.0.1  www.trafficmarketplace.com
127.0.0.1  ad.trafficmp.com
127.0.0.1  images.trafficmp.com
127.0.0.1  t.trafficmp.com
127.0.0.1  ads.vendaregroup.com #[Parasite.Enconfidence]
127.0.0.1  web.yoursearchfinder.com
# [New Media Properties]
